problem,answer
"Tá Alex ag iarraidh súil a choinneáil ar a bailiúchán de leabhair Dr. Seuss i mbunachar sonraí. Go dtí seo, d'éirigh léi tábla amháin a dhearadh darb ainm LEABHAIR agus cur síos i staifteacht uirthi sa táifid a thaispeántar thíos.
(i) Mínigh an dá théarma, 'bunachar sonraí' agus 'taifead'.","Bunachar sonraí
Is éard atá i mbunachar sonraí ná bailiúchán sonraí struchtúrtha a eagraítear ar bhealach gur féidir na sonraí a aisghabháil agus a úsáid a fhothabháil go héasca agus go héifeachtach (cur leo, a eidiú / a scriosadh) agus a chothabháil.
Taifead
Tagraítear na sonraí in eintitis ar a dtugtar táblaí freisin ar tacair struchtúrtha sraitheanna agus colúin iad. Freagraíonn gach tábla go hiondúil d'aonán ar leith (duine, áit nó rúd) mar chustaimeirí, tí, ordú, táirge nó leabhar"
"Tá Alex ag iarraidh súil a choinneáil ar a bailiúchán de leabhair Dr. Seuss i mbunachar sonraí. Go dtí seo, d'éirigh léi tábla amháin a dhearadh darb ainm LEABHAIR agus cur síos i staifteacht uirthi sa táifid a thaispeántar thíos.
(ii) Mol cé acu réimse a bheadh ina rogha mhaith don eochair phríomhoíd don tábla LEABHAIR. Cosain do fhreagra.","Príomheochair: book_id
Cosain: Cinnteítear go mbeidh luach book_id uathúil do gach taifead ar leith."
"Tá Alex ag iarraidh súil a choinneáil ar a bailiúchán de leabhair Dr. Seuss i mbunachar sonraí. Go dtí seo, d'éirigh léi tábla amháin a dhearadh darb ainm LEABHAIR agus cur síos i staifteacht uirthi sa táifid a thaispeántar thíos.
(iii) Sainaithin dhá neamh-chomhsheasmhacht sonraí ar bith sna sonraí a thaispeántar sa tábla LEABHAIR.",• Dá úsáidtear na sonraíbhaile euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro réimsé costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaifead uimhir 3 ar neamhréir leis an mbealach a shonraítear euro sa réimse costais i dtaife
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(i) Scríobh líne chód a thaispeánfaidh luach na hathróige **random_fruit_1** i dteachtaireacht.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:

```
Toradh Randamach 1: silín
```","```python
print(""Torthaí Randamach 1:"", random_fruit_1) # (i)
```"
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(ii) Cuir ráitis leis chun dhá athróg nua a thúsú le torthaí randamacha ón liosta. Ba cheart duit luachanna na n-athróg a thaispeáint freisin agus **random_fruit_2** agus **random_fruit_3** á thabhairt orthu.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:

```
Toradh Randamach 1: oráiste
Toradh Randamach 2: oráiste
Toradh Randamach 3: silín
```","```python
random_fruit_2 = choice(fruits) # (ii)
random_fruit_3 = choice(fruits) # (ii)
print(""Torthaí Randamach 2:"", random_fruit_2) # (ii)
print(""Torthaí Randamach 3:"", random_fruit_3) # (ii)
```"
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(iii) Cuir cód leis a thaispeánfaidh an teachtaireacht ""An chéad toradh ná silín"" más silín an chéad toradh randamach.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:
```
Toradh Randamach 1: silín
Toradh Randamach 2: silín
Toradh Randamach 3: silín
An chéad toradh ná silín
```","```python
if (random_fruit_1 == ""silín""): # (iii)
    print(""AN CHÉAD TORTHAÍ A FHÁIL AR AN SILÍN"") # (iii)
```"
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(iv) Cuir cód leis a thaispeánfaidh an teachtaireacht ""An chéad phéire ag teacht le chéile"" má bhíonn an chéad dá thoradh mar an gcéanna.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:
```
Toradh Randamach 1: silín
Toradh Randamach 2: silín
Toradh Randamach 3: úll
An chéad toradh ná silín
An chéad phéire ag teacht le chéile
```","```python
if (random_fruit_1 == random_fruit_2): # (iv)
    print(""AN CHÉAD PHÉIRE A TEACHT LE CHÉILE"") # (iv)
```"
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(v) Cuir cód leis a thaispeánfaidh an teachtaireacht ""An chéad phéire ná silíní"" más silíní an chéad dá thoradh.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:
```
Toradh Randamach 1: silín
Toradh Randamach 2: silín
Toradh Randamach 3: úll
An chéad toradh ná silín
An chéad phéire ag teacht le chéile
An chéad phéire ná silíní
```","```python
if (random_fruit_1 == random_fruit_2) and (random_fruit_1 == ""silín""): # (v)
    print(""AN CHÉAD PHÉIRE NACH SILÍNÍ"") # (v)
```"
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(vi) Cuir cód leis a thaispeánfaidh an teachtaireacht ""Péire ag teacht le chéile"" má bhíonn dhá thoradh ar bith mar an gcéanna.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:
```
Toradh Randamach 1: úll
Toradh Randamach 2: silín
Toradh Randamach 3: úll
Péire ag teacht le chéile
```","```python
if (random_fruit_1 == random_fruit_2) or (random_fruit_1 == random_fruit_3) or (random_fruit_2 == random_fruit_3): # (vi)
    print(""PÉIRE AG TEACHT LE CHÉILE"") # (vi)
```"
"Ceist 16 (a)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_A.py.
Taíspeántar an cód foinseach thíos.
Sula ndéanfaidh tú aon athrú air, is cóir duit do chóip oibre den chomhad a shábháil agus úsáid a bhaint as an bhformáid **ScrúduimhirCeist16_A.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_A.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Sa ríomhchlár túsaitear liosta a dtugtar **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Ráiteas sannacháin atá i líne 7 den ríomhchlár ina roghnaítear toradh randamach ón liosta agus sanntar don athróg a dtugtar **random_fruit_1** é. Ní thaispeánann an ríomhchlár aschur ar bith.

(vii) Cuir píosa leis an ríomhchlár le lúb a atriallfaidh 100 uair. Ba cheart go nginfeadh an lúb toradh randamach ar gach atriall. Nuair a rítear an lúb, ba cheart go dtaispeánfadh an ríomhchlár comhaireamh den líon uaireanta a gineadh gach toradh. Ní gá na hainmneacha ar an 100 toradh a thaispeáint.

Nuair a rítear an ríomhchlár, is mar a leanas a d’fhéadfadh an t-aschur ar an scáileán a bheith anois:
```
Toradh Randamach 1: oráiste
Toradh Randamach 2: silín
Toradh Randamach 3: silín
Péire ag teacht le chéile
úll 33
silín 36
oráiste 31
```","```python
random_fruits = [] # (vii)
for i in range(100): # (vii)
    random_fruit = choice(fruits) # (vii)
    random_fruits.append(random_fruit) # (vii)

for i in range(len(fruits)): # (vii)
    print(fruits[i], random_fruits.count(fruits[i])) # (vii)
```"
"(b)
Ár do ghleoas, oscail an ríomhchlár a dtugtar Ceist16_B.py. Níl ach dhá nóta tráchta sa chomhad sin ar líne 1 agus ar líne 2. Sula gcuirfidh tú aon chód leis, is cóir duit do chomhad a shábháil faoin ainm **ScrúduimhirCeist16_B.py**. Mar shampla, i gcás go bhfuil an scrúduimhir 123456 agat, sábháilfaidh tú an comhad faoin ainm **123456Ceist16_B.py**.

Scríobh do scrúduimhir sa spás atá ar fáil ar **líne 2** i do chomhad **Python**.

Cuir ionsamhlú ar mheaisín sliotán i bhfeidhm in Python. Ba cheart don nóta tráchta a úsáide tú ar fad do ríomhchlár chun do chód a mhíniú. D’fhéadfadh sé go mbeifeá ag iarraidh cuid den chód a úsáid tú i gcuid (a) a úsáid arís anseo mar chuid de do réiteach.

Ba cheart go rachadh an ríomhchlár ag aghaidh de réir an tseichimh seo a leanas:
*   Túsaigh liosta darb ainm **fruits** ina bhfuil trí mhir – **úll**, **silín** agus **oráiste**. Taiseáin liosta tosaigh na dtorthaí ar a thaispeántar é.

*   Is é liosta tosaigh na dtorthaí ná:
    **['úll', 'silín', 'oráiste']**

*   Iarr ar an úsáideoir toradh breise a chur isteach, mar shampla **cíobhaí**, piorra nó líomóid srl. agus iarcheangail an luach a cuireadh isteach le **fruits**.

*   Cuir isteach toradh breise: **cíobhaí**

*   Taiseáin an liosta de cheithre thoradh, mar shampla:

*   Is é liosta na ceithre thoradh atá ar an liosta ná:
    **['úll', 'silín', 'oráiste', 'cíobhaí']**

*   Iarr ar an úsáideoir an toradh buaice / aid is ainmniú agus ní mór don toradh a bheith ar an liosta thus. Más theireann sé / sí toradh nach bhfuil in **fruits**, ba cheart go dtaispeánfadh an ríomhchlár teachtaireacht earráide agus go n-iarrfadh sé ar an úsáideoir an toradh buaice aige / aici a ainmniú arís. Ba cheart go leanfadh sé seo ar aghaidh chomh fada agus nach mbíonn an toradh buaice a chuirtear isteach in **fruits**.

*   Ainmnigh do thoradh buadhach: **silín**

*   Taiseáin an toradh buach, mar a léirítear thíos.

*   Ainmnigh do thoradh buadhach: **silín** Is é an toradh buach a roghnaigh tú ná silín

*   Scríobh cód chun trí thoradh randamacha a roghnú ó **fruits**. Cuir na torthaí roghnaithe i gcomparáid leis an toradh buaice a cuireadh isteach níos luaithe agus lean ar aghaidh go dtí go mbíonn na trí thoradh ag teacht leis an toradh buaice. Ba chóir go gcoinnneodh an ríomhchlár cuntas ar an líon iarrachtaí agus an uimhir sin a thaispeáint leis an teachtaireacht ""Buaiteoir tar éis"" an deireadh, mar a léirítear thíos.

*   Buaiteoir tar éis 38 iarracht
","```python
#Ceist 16 (B)
#Scrúduimhir:

from random import choice

#Túsaigh liosta darb ainm fruits ina bhfuil trí mhir – úll, silín agus oráiste
fruits = ['úll', 'silín', 'oráiste']
print(""Is é liosta tosaigh na dtorthaí ná:"")
print(fruits)

#Iarr ar an úsáideoir toradh breise a chur isteach, (m.sh. cíobhaí, piorra nó líomóid srl.) agus iarcheangail an luach a cuireadh isteach le fruits.
fruit = input(""Cuir isteach toradh breise: "")
fruits.append(fruit)

print(""Is iad na ceithre thoradh atá ar an liosta ná:"")
print(fruits)

#Iarr ar an úsáideoir an toradh buach aige/aici a ainmniú agus ní mór don toradh a bheith ar an liosta thus.
#Más theireann sé / sí toradh nach bhfuil in fruits, ba cheart go dtaispeánfadh an ríomhchlár teachtaireacht earráide agus go n-iarrfadh sé ar an úsáideoir an toradh buaice aige / aici a ainmniú arís.
winning_fruit = input(""Ainmnigh do thoradh buach: "")
while winning_fruit not in fruits:
    print(""Earráid: ní mór an toradh buach a bheith sa liosta"", fruits)
    winning_fruit = input(""Ainmnigh do toradh buach atá agat: "")

#Taiseáin an toradh buach.
print(""Is é an toradh a roghnaigh tú ná"", winning_fruit)
print()

#Scríobh cód chun trí thoradh randamacha a roghnú ó fruits.
#Cuir na torthaí roghnaithe i gcomparáid leis an toradh buaice a cuireadh isteach níos luaithe agus lean ar aghaidh go dtí go mbíonn na trí thoradh ag teacht leis an toradh buaice.
# ... lean ort go dtí go dtagann na trí thorthaí leis na torthaí a bhuaigh.
# Ba chóir go gcoimeádfadh an clár comhaireamh ar an líon iarrachtaí a rinneadh agus
# ... tá sé seo le teachtaireacht POTA ÓIR! ag an deireadh
random_fruit_1 = choice(fruits)
random_fruit_2 = choice(fruits)
random_fruit_3 = choice(fruits)

count = 1
while True:
    if(winning_fruit == random_fruit_2) and \
        (random_fruit_1 == random_fruit_2) and \
        (random_fruit_1 == winning_fruit):
        break
    random_fruit_1 = choice(fruits)
    random_fruit_2 = choice(fruits)
    random_fruit_3 = choice(fruits)
    count = count + 1

print(""Buaiteoir tar éis:"", count, ""iarracht"")
```"
